Index,Name,ID,BusNo,Status,PL,QL,PL1,QL1,PL2,QL2,PL3,QL3,PL4,QL4,PL5,QL5,PL6,QL6,PL7,QL7,PL8,QL8,PL9,QL9,PL10,QL10,PL11,QL11,PL12,QL12,PL13,QL13,PL14,QL14,PL15,QL15,PL16,QL16,PL17,QL17,PL18,QL18,PL19,QL19,PL20,QL20,PL21,QL21,PL22,QL22,PL23,QL23,PL24,QL24,PL25,QL25,PL26,QL26,PL27,QL27,PL28,QL28,PL29,QL29,PL30,QL30,PL31,QL31,PL32,QL32,PL33,QL33,PL34,QL34,PL35,QL35,PL36,QL36,PL37,QL37,PL38,QL38,PL39,QL39,PL40,QL40,PL41,QL41,PL42,QL42,PL43,QL43,PL44,QL44,PL45,QL45,PL46,QL46,PL47,QL47,PL48,QL48,Area,Zone,Owner
1,Load1,1,1,1,54.14,8.66,40.752892391516909,6.9786169774507201,40.868914860958945,6.9984849261409714,46.902083271945081,8.0316182580340314,50.034689946880192,8.5680528726708136,52.210111248918459,8.9405769106130233,56.270897679389897,9.6359551147718125,58.156262807823062,9.9588092809883939,62.275060473015515,10.664121459492311,63.609318871598987,10.892602869430199,65.610706469474195,11.23532498433703,68.119692371158337,11.664969374763713,71.527852411018287,12.24859036753984,73.094155748485846,12.516807674858232,76.110739953978907,13.033374340804761,80.113515149729324,13.718818570618428,80.78064434902106,13.833059275587372,84.18880438888101,14.416680268363498,88.568652610318068,15.166695331420479,89.9464194349423,15.402627222117212,92.150846354341084,15.780118247231984,89.917413817581789,15.397660234944649,92.092835119620062,15.770184272886858,92.107337928300311,15.772667766473139,94.06521710013476,16.107939400621127,94.268256421658322,16.142708310829068,91.367694685607304,15.64600959357279,88.525144184277295,15.159244850661635,82.666009477454224,14.155913441803953,75.559633224129215,12.939001584526068,71.063762533250127,12.169118572778835,65.407667147950619,11.200556074129091,60.824779604990006,10.415772100864171,56.357914531471422,9.6508560762895002,51.107897789219066,8.7518313980556357,47.815760218801152,8.1880783539697592,43.812985023050743,7.5026341241560939,42.638257519950074,7.3014711436673005,41.303999121366601,7.072989733729413,39.505650845014969,6.7650365290305192,51.775026988510803,8.8660721030245799,55.18318702837076,9.4496930958007077,62.318568899056281,10.671571940251155,62.391082942457558,10.683989408182562,66.045790729881844,11.309829791925473,59.461515589046023,10.18232370375372,56.125869592587343,9.6111201789089993,51.499473623585956,8.8188857248852326,46.496004628897936,7.9620804376181535,1,1,201
2,Load2,1,2,1,21.23,9.55,15.980493266935794,21.64255745172051,16.025989333176181,21.704173273647115,18.391784777676282,24.908196013830651,19.620178566166722,26.571823205849025,20.473229808173972,27.727119866972892,22.0655921265875,29.883673634404119,22.804903202993785,30.884930740711471,24.420013554527507,33.072292419105999,24.943218316291954,33.78087437126198,25.728025458938625,34.843747299495938,26.711877891386983,36.176189448658796,28.04832483719834,37.986154217752862,28.662521731443558,38.817967813762053,29.845419453693609,40.419979183853819,31.415033738986949,42.545725040321742,31.676636119869173,42.900016016399725,33.013083065680526,44.709980785493784,34.730559566255124,47.03597806322319,35.27082535285971,47.767665948601639,36.135250611427061,48.938366565207154,35.259451336299612,47.752261993119987,36.112502578306866,48.90755865424385,36.118189586586915,48.91526063198468,36.885935704393439,49.955027626996163,36.965553820314113,50.062855315367727,35.828152164304448,48.522459767202569,34.713498541414978,47.012872130000702,32.415947196275454,43.901273122707082,29.629313139051774,40.127304029702437,27.866340572236794,37.739690930046436,25.648407343017947,34.73591961112438,23.851312726522675,32.302094645023416,22.099714176267792,29.929885500849075,20.041017178890296,27.141769558670131,18.750066299319329,25.393420611502677,17.180452014025992,23.267674755034751,16.719804343342076,22.643814558027863,16.19659958157763,21.935232605871889,15.491410554851639,20.980187366009488,20.30261955977252,27.496060534748118,21.639066505583877,29.306025303842183,24.437074579367653,33.095398352328473,24.465509620767893,33.133908241032607,25.898635707340073,35.074806631720712,23.316733948198134,31.578108737385797,22.008722043787017,29.806653856995858,20.194566402451603,27.349722957672427,18.232548545834931,24.692540637087525,1,1,201
3,Load3,1,3,1,41.4,10.62,31.163090968023639,13.724626119809473,31.251811511704844,13.763699788477972,35.865279783127562,15.795530559239802,38.260734462520126,16.850519613289212,39.92424465654274,17.583150900823526,43.029463685384954,18.950729304220911,44.471172520204554,19.585676420083985,47.620751820887371,20.972791657815616,48.641038073221239,21.422138847503327,50.171467451722044,22.096159632034897,52.090049208828127,22.941127716991137,54.696215179463557,24.088916734128233,55.893942519159836,24.616411261152937,58.200676654871195,25.632326646533851,61.261535411872806,26.980368215596986,61.771678538039744,27.205041810440843,64.377844508675167,28.352830827577932,67.727045032640703,29.827861819813684,68.780601488855027,30.291861635252083,70.466291818797941,31.03426133995352,68.758421352934718,30.28209321808496,70.421931546957339,31.014724505619274,70.433021614917479,31.019608714202835,71.930180789537843,31.678976872983718,72.085441740979945,31.747355793153584,69.867428148949799,30.77051407644117,67.69377482876024,29.813209194062999,63.213387372859337,27.839988926303914,57.77925407238547,25.446726720358495,54.341333004738729,23.932622059454243,50.016206500279935,22.027780711865027,46.51174502487229,20.484370799459409,43.096004093145858,18.980034555722284,39.081399491571283,17.211951048472805,36.563954064617057,16.103235700004213,33.503095307615453,14.755194130941076,32.604799802843239,14.359573235672546,31.584513550509367,13.910226045984832,30.209345123450674,13.304584181623133,39.59154261773822,17.436624643316662,42.197708588373644,18.584413660453755,47.654022024767819,20.987444283566305,47.709472364568576,21.011865326484113,50.504169490526564,22.242685889541757,45.469278636618121,20.025255192604568,42.918563005783447,18.901887218385291,39.380831326495354,17.343824680228984,35.554757880243343,15.658772718900062,1,1,201
4,Load4,1,4,1,31.85,12.74,23.974503558733165,25.673273616308034,24.042758373135253,25.746364786745925,27.592008722043794,29.54710564951608,29.43488871090015,31.520567251339049,30.714666480939286,32.89102669704944,33.10358498501234,35.44921766237551,34.212725719046261,36.636949181991184,36.635771630320363,39.231685732536192,37.420701995944363,40.072234192571898,38.598097544380373,41.333056882625456,40.074107905825507,42.913653443344785,42.079093078886821,45.060706574957734,43.000533073315005,46.047437375869215,44.775158247769269,47.947807807254293,47.129949344641282,50.469453187361424,47.522414527453286,50.88972741737927,49.5273997005146,53.036780548992219,52.104018944193399,55.795972233022482,52.914544865218183,56.6639298819724,54.211386338857842,58.052662120292261,52.897481161617662,56.645657089362928,54.177258931656802,58.016116535073323,54.185790783457058,58.025252931378063,55.337590776492284,59.258666432517401,55.457036701695934,59.386575980783704,53.75066634164375,57.559296719836524,52.078423388792615,55.768563044108269,48.631555261487208,52.077458936994944,44.450947879359354,47.600624747674331,41.806073821278474,44.768341893206184,38.478651619176716,41.205147334359154,35.782586450294268,38.318046102062596,33.154776095813908,35.504036040203921,30.066245744119456,32.19666057788951,28.12951538546023,30.122698616714445,25.774724288588217,27.601053236607321,25.083644292767083,26.861005135923708,24.29871392714308,26.020456675887999,23.240764303910726,24.887543534100743,30.45871092693146,32.616934807907363,32.463696099992774,34.763987939520312,36.661367185721147,39.259094921450405,36.704026444722452,39.304776902974083,38.854053098388199,41.607148771767548,34.980592381069741,37.459224849417417,33.018266467009731,35.357853699328153,30.296605742726502,32.443343278117382,27.353116871636487,29.291286552983475,1,1,201
5,Load5,1,6,1,55.2,23.35,41.550787957364854,49.760704702564077,41.669082015606463,49.902372189261769,47.82037304417009,57.269081497541713,51.014312616693509,61.09410363837938,53.232326208723656,63.750369013961091,57.372618247179943,68.708731048380287,59.294896693606077,71.010827707217786,63.494335761183166,76.040023484985824,64.854717430961657,77.669199582009256,66.895289935629393,80.11296372754444,69.453398945104169,83.176523127382012,72.92828690595141,87.338005549126692,74.525256692213119,89.250516619545536,77.600902206494936,92.933871273685497,81.682047215830409,97.821399564755851,82.362238050719654,98.635987613267574,85.837126011566895,102.79747003501227,90.302726710187599,108.1454176578501,91.707468651806707,109.82771906238519,93.955055758397251,112.51940130964134,91.677895137246296,109.79230219071077,93.895908729276456,112.4485675662925,93.910695486556648,112.46627600212969,95.906907719383796,114.85691484015322,96.113922321306603,115.10483294187421,93.156570865266403,111.56314577443192,90.258366438346997,108.09229235033848,84.284516497145788,100.93808427210506,77.039005429847293,92.260950711871459,72.455110672984986,86.771335602335924,66.688275333706585,79.865045625823484,62.015660033163066,74.269179901264678,57.461338790861149,68.814981663403557,52.108532655428384,62.404527890333021,48.751938752822753,58.384712955286027,44.670793743487273,53.497184664215673,43.473066403790988,52.062801361401554,42.112684734012497,50.433625264378101,40.279126831267568,48.237779220563894,52.788723490317629,63.219115938844752,56.26361145116487,67.380598360589431,63.538696033023768,76.093148792497445,63.612629819424775,76.181690971683508,67.338892654035433,80.644216802660779,60.625704848824164,72.604586932566789,57.22475067437793,68.531646690008174,52.507775101993808,62.882655657937732,47.40634384032446,56.773245294099794,1,1,201
6,Load6,1,7,1,20.17,2.12,15.182597701087849,1.1225809129185174,15.225822178528668,1.1257768728129471,17.47349500545128,1.2919667873233043,18.640555896353408,1.3782577044729127,19.451014848368775,1.4381819524934742,20.963871558797457,1.5500405487985223,21.666269317210773,1.6019748970830088,23.200738266359863,1.7154314733352718,23.697819756929288,1.7521850121212159,24.443441992783423,1.8073153203001324,25.378171317441147,1.8764279530171801,26.647890342265221,1.9703092749160598,27.231420787716281,2.0134547334908639,28.35525720117759,2.0965496907460421,29.846501672885861,2.2068103071038756,30.095042418170575,2.2251870764968475,31.364761442994649,2.3190683983957272,32.996485466385586,2.4397158844104569,33.509776135995317,2.4776679081568127,34.331041207370887,2.5383911461509818,33.498970016635113,2.4768689181832051,34.309428968650472,2.536793166203767,34.314832028330578,2.5371926611905709,35.044245085144404,2.5911244844090757,35.119887920665839,2.5967174142243286,34.03927598464535,2.5168184168635799,32.980276287345276,2.438517399450046,30.797440176583891,2.2771214247813343,28.149940933333696,2.0813688812474997,26.474992432501942,1.95752543533834,24.367799157261992,1.8017223904848803,22.660432298349622,1.6754819746548972,20.996289916878069,1.5524375187193444,19.04038231268099,1.4078203334963895,17.813887765297736,1.3171349714919403,16.322643293589461,1.206874355134107,15.884995459501164,1.1745152612030039,15.387913968931741,1.1377617224170595,14.717934568599038,1.0882243440533954,19.2889230579657,1.4261971028893619,20.558642082789774,1.5200784247882415,23.216947445400173,1.716629958295683,23.243962743800683,1.7186274332297016,24.605533783186498,1.819300169904245,22.15254468841999,1.6379294458953455,20.90984096199643,1.5460455989304847,19.186264924043755,1.4186066981400907,17.322209334408413,1.2807809276927993,1,1,201
7,Load7,1,11,1,74.31,24.42,55.935490092604752,40.429268909139701,56.094737039487612,40.544370030589207,64.375578277396357,46.52962834596363,68.675245843233597,49.637358625100347,71.661126097287223,51.79550465227863,77.23476923818734,55.824043903011415,79.822532125033831,57.694437126565909,85.475798739375378,61.780526938023449,87.307138628528278,63.104189834692782,90.054148462257615,65.089684179696803,93.49786368859948,67.57874593104242,98.175742753283501,70.959841373621714,100.32557653620212,72.513706513190073,104.46599715515649,75.506335670877277,109.96001682261517,79.477324360885305,110.87568676719162,80.13915580922,115.55356583187566,83.520251251799294,121.56513807670363,87.865318586518214,123.45619557093761,89.232144403731112,126.48188756171196,91.41906571127177,123.41638383421689,89.203369123368745,126.40226408827053,91.361515150547007,126.42216995663088,91.375902790728219,129.10946218527917,93.318234215188653,129.38814434232415,93.519661177725297,125.40697067025265,90.642133141487591,121.50542047162257,87.822155665974648,113.46344965403811,82.009549032774487,103.70957415746291,74.959605343992123,97.538754965752062,70.499436887823691,89.775466305212618,64.888257217160174,83.485211903339618,60.341762919904596,77.354204448349492,55.910369744098539,70.148280101900056,50.702043998508302,65.629647984098881,47.436049677378513,60.135628316640201,43.465060987370485,58.523252979451236,42.299662132694209,56.691913090298343,40.975999236024869,54.223585413614003,39.191931853557492,71.063950046476506,51.363875446842975,75.741829111160527,54.74497088942227,85.535516344456454,61.823689858567015,85.635045686258238,61.895628059472948,90.651324513068346,65.521313385132473,81.61406027746601,58.989324742872881,77.035710554583773,55.68016750119952,70.685738547629711,51.090510283400391,63.818213963306349,46.126774420890357,1,1,201
8,Load8,1,12,1,49.89,10.62,37.553782811466171,11.389046329126321,37.660697495626927,11.421470660312448,43.220261071986329,13.107535881990936,46.106957544326789,13.982992824016304,48.111607872340997,14.590949033756141,51.853621817967522,15.725800625270509,53.590985435579839,16.252696007045039,57.386456723286734,17.403759764152465,58.615975591135452,17.776639572792899,60.460253892908526,18.33595928575355,62.772283937884907,19.037135447653498,65.912902785107164,19.989600176245915,67.356251021277401,20.427328647258602,70.136032809457106,21.270361258097843,73.824589413003253,22.389000684019145,74.439348846927601,22.575440588339365,77.579967694149857,23.527905316931779,81.615997021218462,24.751923819207988,82.88560889562747,25.136962752043218,84.916987894681867,25.753025044579587,82.858880224587281,25.128856669246691,84.863530552601489,25.73681287898653,84.876894888121583,25.740865920384792,86.681080183334373,26.288026509150647,86.868180880615697,26.344769088726366,84.195313776596748,25.534160809073249,81.575904014658178,24.739764695013193,76.176712464539918,23.102335970113892,69.6281880596935,21.116345684963751,65.485244048464139,19.859902851501413,60.273153195627195,18.279216706177834,56.050023171277267,16.998455624325906,51.933807831088089,15.750118873660103,47.095918372813799,14.282917887487956,44.062214209752298,13.362877490081667,40.373657606206159,12.244238064160363,39.291146429078481,11.915941710900849,38.06162756122977,11.543061902260414,36.40444995673802,11.04048476887548,47.710677806738161,14.469357791808173,50.851296653960418,15.421822520400589,57.426549729847018,17.415918888347264,57.493371407447498,17.436184095338589,60.861183958511369,18.457550527701517,54.79377563238836,16.617469732888939,51.719978462766576,15.685270211287852,47.456755431856358,14.392350005241129,42.846059677423682,12.994050722839498,1,1,201
9,Load9,1,13,1,36.09,16.99,27.166085822124959,40.29505062463128,27.243426991725315,40.409769629968309,31.265167810943812,46.375157907493794,33.353379390153421,49.472571051593562,34.803526320160088,51.623552401662849,37.510467256172539,55.63871758845886,38.767261262178323,57.50290142518557,41.512872782990954,61.575426114650085,42.402296233395042,62.894694676025907,43.736431409001177,64.873597518089653,45.408934201608872,67.354396008502889,47.680831058619319,70.724266790278108,48.724936848224125,72.272973362327988,50.735807257833372,75.255667501090741,53.40407760904565,79.21347318521822,53.848789334247691,79.873107465906145,56.120686191258145,83.24297824768135,59.040315343671573,87.573620699154191,59.958741732675797,88.935908887531397,61.428223955082558,91.115569988934936,59.939406440275711,88.907229136197145,61.389553370282378,91.058210486266418,61.399221016482421,91.072550361933551,62.704353253488428,93.008433576995898,62.839700300289046,93.209191836335719,60.906171060280158,90.341216702910003,59.011312405071436,87.530601072152791,55.105583340253474,81.737291302632855,50.368436702231683,74.710752225739853,47.371466380217896,70.265390768930004,43.601084362200552,64.672839258749846,40.546108162986506,60.14143854793722,37.568473133372805,55.724756842461623,34.068785208956712,50.533721850961079,31.874229521546614,47.278570074522897,29.205959170334342,43.320764390395411,28.422879828130739,42.159234461357997,27.533456377726647,40.839965899982161,26.334668248921133,39.061821317258222,34.513496934158752,51.193356131648997,36.785393791169206,54.563226913424209,41.541875721591083,61.618445741651477,41.590213952591306,61.690145119987115,44.026460795002514,65.303793788103519,39.637349420182325,58.793490235227146,37.413790794172094,55.495318831787571,34.329811656357911,50.920898493973553,30.994473717342569,45.973641388814194,1,1,201
10,Load10,1,14,1,14.86,1.06,11.185592555189162,0.38092962674237041,11.21743765854913,0.38201412390035577,12.873383033267526,0.4384079761155964,13.733200823986694,0.46768939938120208,14.330296511986115,0.48802372109342829,15.444875129585036,0.5259811216229171,15.962358059184533,0.54360420044017987,17.092859228463439,0.58210384954866146,17.459077917103084,0.5945755668654934,18.008405950062553,0.61328314284074148,18.697056310221885,0.6367353938821757,19.632506221420979,0.6685924978979968,20.06241511678056,0.68323320953079969,20.89038780413976,0.71143013563841995,21.989043870058694,0.74884528758891611,22.172153214378518,0.75508114624733202,23.107603125577612,0.78693825026315323,24.309755777416445,0.8278780179771017,24.68791637981608,0.84075642172817833,25.292973343655493,0.86136186772990098,24.679955103976088,0.84048529743868194,25.277050791975508,0.86081961915090821,25.281031429895503,0.8609551812956564,25.818417549094985,0.87925607083665991,25.874146479974929,0.88115394086313437,25.078018895975703,0.85404151191349953,24.297813863656458,0.82747133154285724,22.689636143978014,0.77270422506459491,20.739123563179906,0.70627877413798923,19.505125807981102,0.66425450926605523,17.952677019182605,0.61138527281426713,16.694795436463824,0.56854763507384387,15.468758957105011,0.52679449449140614,14.027768030066408,0.47772099809256696,13.124163222227283,0.44694839123473146,12.025507156308349,0.40953323928423524,11.703075484788661,0.39855270555963307,11.336856796149016,0.38608098824280107,10.843257694069493,0.36927128229402739,14.21087737438623,0.48395685675098304,15.146327285585324,0.51581396076680408,17.104801142223426,0.58251053598290592,17.124704331823409,0.58318834670664677,18.127825087662437,0.61735000718318689,16.320615471984187,0.55580479346751555,15.405068750385073,0.52462550017543541,14.135245253906303,0.48138117600076774,12.761925171507635,0.43461223606264748,1,1,201
